sign_code;description;category;filename;explanation
1084;Sykkelsignal;signaler;signaler/sf200510071219108402_gif.gif;Eget lys for syklister – styrer når det er trygt å krysse eller kjøre.
1086;Fotgjengersignal;signaler;signaler/sf200510071219108601_gif.gif;Signal for fotgjengere – grønn mann = gå, rød mann = stans.
1088;Signal for kollektivtrafikk;signaler;signaler/sf200510071219108802_gif.gif;Trafikklys for buss og trikk – egne signaler som ikke gjelder andre trafikanter.
1090;Kjørefeltsignal;signaler;signaler/sf200510071219109001_gif.gif;Lyssignal over kjørefelt – viser om feltet er åpent eller stengt.
1092;Tolyssignal;signaler;signaler/sf200510071219109201_gif.gif;Rødt og grønt lys brukt der gult ikke er nødvendig – f.eks. bommer.
1094;Rødt stoppblinksignal;signaler;signaler/sf200510071219109401_gif.gif;Blinkende rødt lys – stans umiddelbart og følg anvisninger eller bommer.
1096;Blinkende signal foran jernbane;signaler;signaler/sf200510071219109601_gif.gif;Varsellys før planovergang – stans ved blinkende rødt, jernbane nærmer seg.
1098;Gult blinksignal;signaler;signaler/sf200510071219109801_gif.gif;Varsellys som ber trafikanter være ekstra oppmerksomme – ingen stans plikt.
1100.1;Blinkende lyspil;signaler;signaler/sf2005100712191100101_gif.gif;Pil som blinker for å vise anbefalt kjøreretning – ofte ved hinder eller veiarbeid.
902.1;Bakgrunnsmarkering Høgre;markering;markering/sf200510071219902h01_gif.gif;Refleksmarkering som viser hindringer eller objekter på høyre side.
902.2;Bakgrunnsmarkering Venstre;markering;markering/sf200510071219902v01_gif.gif;Refleksmarkering som viser hindringer eller objekter på venstre side.
904 .1;Retningsmarkering Høgre;markering;markering/sf200510071219904h01_gif.gif;Viser skarp sving eller kurve til høyre – gir tidlig visuell varsling.
904.2;Retningsmarkering Venstre;markering;markering/sf200510071219904v01_gif.gif;Viser skarp sving eller kurve til venstre – gir tidlig visuell varsling.
906.1;Hindermarkering Høgre;markering;markering/sf200510071219906h01_gif.gif;Markerer hindring – passer på høyre side.
906.2;Hindermarkering Venstre;markering;markering/sf200510071219906v01_gif.gif;Markerer hindring – passer på venstre side.
906.3;Hindermarkering Frem;markering;markering/sf200510071219906vh01_gif.gif;Hindring skal passeres rett frem – typisk midt i veien.
908;Hindermarkering;markering;markering/sf20051007121990801_gif.gif;Generell markering av hindringer i eller ved veibanen.
912;Avkjøringsmarkering;markering;markering/sf20051007121991201_gif.gif;Marker avkjøring – ofte brukt før utfartsramper.
914;Tunnelmarkering;markering;markering/sf200510071219914h01_gif.gif;Brukes i tunneler for å vise vegkanter eller retning.
916;Avstandsmarkering i tunnel;markering;markering/sf20051007121991601_gif.gif;Viser avstand i meter til nærmeste nødutgang – plassert jevnlig i tunnelvegger.
920;Kantstolpe;markering;markering/sf200510071219920h01_gif.gif;Marker kant av veien – reflekser gir veiledning i mørke.
940;Trafikkjegle;markering;markering/sf20051007121994001_gif.gif;Midlertidig markering ved arbeid, ulykker eller hindringer – lett flyttbar.
942;Trafikksylinder;markering;markering/sf20051007121994201_gif.gif;Høy, sylindrisk markør for å lede trafikk eller sperre av område midlertidig.
802;Avstand;under;under/sf20051007121980201_gif.gif;Viser hvor langt restriksjon eller informasjon gjelder fremover.
804;Utstrekning;under;under/sf20051007121980401_gif.gif;Angir total lengde eller område som restriksjonen gjelder.
806;Tid;under;under/sf20051007121980601_gif.gif;Viser når skiltet gjelder – f.eks. ukedager, klokkeslett.
807.1 ;Personbil;under;under/sf200510071219807101_gif.gif;Skiltet gjelder kun for personbiler.
807.2;Varebil, lastebil og trekkbil;under;under/sf200510071219807201_gif.gif;Gjelder kjøretøy med varer, gods eller tilhenger – som lastebil og trekkbil.
807.3;Buss;under;under/sf200510071219807301_gif.gif;Skiltet gjelder for busser i rutetrafikk eller turtrafikk.
807.4;Vogntog;under;under/sf200510071219807401_gif.gif;Gjelder kjøretøykombinasjoner – f.eks. lastebil med tilhenger.
807.5;Tilhenger særskilt innredet til campingbruk, samt eventuell trekkvogn;under;under/sf200510071219807501_gif.gif;Gjelder tilhengere innredet til campingbruk.
807.6;Sykkel og liten elektrisk motorvogn;under;under/sf200510071219807601_gif.gif;Skiltet gjelder for sykler, el-sykler og små elektriske kjøretøy.
807.7;Tohjuls motorsykkel med og uten sidevogn og tohjuls moped;under;under/sf200510071219807701_gif.gif;Gjelder tohjuls motorsykkel og moped, med eller uten sidevogn.
807.8;Forflytningshemmede med parkeringstillatelse;under;under/sf200510071219807801_gif.gif;Gjelder kun for personer med gyldig parkeringsbevis for forflytningshemmede.
807.9;Kjøretøy særskilt innredet til campingbruk (bobil);under;under/sf200510071219807901_gif.gif;Gjelder for bobiler og større kjøretøy spesielt tilpasset camping.
808;Tekst;under;under/sf20051007121980801_gif.gif;Tilleggsskilt med informasjon i form av tekst.
810;Svingpil;under;under/sf20051007121981001_gif.gif;Angir hvilken retning skiltet gjelder for – f.eks. høyresving.
812;Anbefalt fart;under;under/sf20051007121981201_gif.gif;Viser anbefalt hastighet under spesielle forhold – ikke bindende.
813.1;Stigningsgrad;under;under/sf200510071219813101_gif.gif;Angir stigning eller helling på veien i prosent.
814;Virkelig fri vegbredde;under;under/sf20051007121981401_gif.gif;Viser faktisk tilgjengelig bredde på veien – nyttig for større kjøretøy.
816;Kryssende tømmertransport;under;under/sf20051007121981601_gif.gif;Informasjon om at veien krysses av tømmertransport – vis forsiktighet.
817;Særlig ulykkesfare;under;under/sf20051007121981701_gif.gif;Varsel om høy ulykkesrisiko – kjør ekstra forsiktig.
822;Forløp av forkjørsveg;under;under/sf20051007121982201_gif.gif;Viser hvordan forkjørsveien fortsetter gjennom kryss – viktig for vikeplikt.
824;Forvarsling av stopp;under;under/sf20051007121982401_gif.gif;Informerer om at det kommer et stopp-skilt lenger fremme.
826;Sykkeltrafikk i begge kjøreretninger;under;under/sf20051007121982601_gif.gif;Angir at syklister kan kjøre begge retninger i enveiskjørt gate.
828.1;Utstrekning av stans- og parkeringsregulering;under;under/sf200510071219828101_gif.gif;Viser hvor langt parkeringsforbud eller stansforbud gjelder.
829;Oppstilling av parkert kjøretøy;under;under/sf20051007121982901_gif.gif;Viser hvordan kjøretøy skal plasseres på parkeringsplass.
831;Parkeringsskive/gratisbillett;under;under/sf20051007121983101_gif.gif;Informasjon om at parkeringsskive eller gratisbillett må brukes.
834;Kombinert regulering;under;under/sf20051007121983401_gif.gif;Flere parkeringsregler gjelder samtidig – les nøye tilleggsskilt.
701;Tabellorienteringstavle;vegvisnings;vegvisnings/sf20051007121970101_gif.gif;Stor oversiktstavle som viser flere reisemål og avstander – plassert i god avstand fra veikryss.
703;Diagramorienteringstavle;vegvisnings;vegvisnings/sf20051007121970301_gif.gif;Viser veikryss med kjøremønster – forbereder fører på veivalg.
705;Avkjøringstavle;vegvisnings;vegvisnings/sf20051007121970501_gif.gif;Informerer om avkjøring fra hovedvei – viser destinasjon og avstand.
707;Kjørefeltorienteringstavle;vegvisnings;vegvisnings/sf20051007121970701_gif.gif;Viser hvilke felt som leder til ulike reisemål – hjelper ved feltskifte.
709;Portalorienteringstavle;vegvisnings;vegvisnings/sf20051007121970901_gif.gif;Oversiktsskilt plassert over veibanen – viser felt og destinasjoner.
711;Tabellvegviser;vegvisnings;vegvisnings/sf20051007121971101_gif.gif;Standard vegviserskilt med tekst og eventuelt symboler – viser retning og reisemål.
713;Vanlig vegviser;vegvisnings;vegvisnings/sf20051007121971301_gif.gif;Enklere retningsskilt med ett eller få reisemål.
715;Avkjøringsvegviser;vegvisnings;vegvisnings/sf20051007121971501_gif.gif;Skilt ved selve avkjøringen – angir reisemål for den aktuelle avkjøringen.
717;Kjørefeltvegviser;vegvisnings;vegvisnings/sf20051007121971701_gif.gif;Viser hvilke felt som leder til spesifikke reisemål – plassert langs veien.
719;Portalvegviser;vegvisnings;vegvisnings/sf20051007121971901_gif.gif;Skilt over kjørebanen som viser retning og felt for ulike reisemål.
723.11;Vegnummer for europaveg;vegvisnings;vegvisnings/sf2005100712197231101_gif.gif;Viser nummer på europaveg – E-veier med grønn bakgrunn og hvit tekst.
723.13;Vegnummer for riksveg som ikke er europaveg;vegvisnings;vegvisnings/sf2005100712197231301_gif.gif;Viser nummer på nasjonal hovedvei – hvit bakgrunn, sort tekst.
723.15;Vegnummer for nummerert fylkesveg;vegvisnings;vegvisnings/sf2005100712197231501_gif.gif;Nummerert fylkesvei – skilt med blå bakgrunn og hvit tekst.
723.21;Ringveg/ringrute;vegvisnings;vegvisnings/sf2005100712197232101_gif.gif;Viser rutenummer for ringvei – brukes i større byområder.
723.31;Nasjonal turistveg;vegvisnings;vegvisnings/sf2005100712197233101_gif.gif;Spesielt utvalgte veier med naturopplevelser – brun bakgrunn.
723.41;Omkjøringsrute for store kjøretøy;vegvisnings;vegvisnings/sf2005100712197234101_gif.gif;Anbefalt omkjøringsvei for store kjøretøy som ikke kommer gjennom vanlig rute.
723.51;Rute for transport av farlig gods;vegvisnings;vegvisnings/sf2005100712197235101_gif.gif;Skilt for anbefalt rute for kjøretøy med farlig last.
723.61;Andre omkjøringsruter;vegvisnings;vegvisnings/sf2005100712197236101_gif.gif;Midlertidige eller faste ruter brukt ved stengte veier eller veiarbeid.
723.62;Andre omkjøringsruter;vegvisnings;vegvisnings/sf2005100712197236201_gif.gif;Midlertidige eller faste ruter brukt ved stengte veier eller veiarbeid.
723.63;Andre omkjøringsruter;vegvisnings;vegvisnings/sf2005100712197236301_gif.gif;Midlertidige eller faste ruter brukt ved stengte veier eller veiarbeid.
723.64;Andre omkjøringsruter;vegvisnings;vegvisnings/sf2005100712197236401_gif.gif;Midlertidige eller faste omkjøringsruter – gjerne nummererte og fargede symboler.
723.65;Andre omkjøringsruter;vegvisnings;vegvisnings/sf2005100712197236501_gif.gif;Midlertidige eller faste omkjøringsruter – gjerne nummererte og fargede symboler.
723.66;Andre omkjøringsruter;vegvisnings;vegvisnings/sf2005100712197236601_gif.gif;Midlertidige eller faste omkjøringsruter – gjerne nummererte og fargede symboler.
723.71;Kryssnummer på flerfeltsveg;vegvisnings;vegvisnings/sf2005100712197237101_gif.gif;Angir nummer på kryss langs motorvei – hjelper fører med orientering.
723.73;Kryssnummer på tofeltsveg;vegvisnings;vegvisnings/sf2005100712197237301_gif.gif;Viser nummer på kryss langs tofelts hovedvei.
725;Avstandsskilt;vegvisnings;vegvisnings/sf20051007121972501_gif.gif;Viser avstand til ulike reisemål langs ruten – vanligvis i kilometer.
727;Stedsnavnskilt;vegvisnings;vegvisnings/sf20051007121972701_gif.gif;Angir hvilket sted du nå kjører inn i.
729;Gate-/vegnavnskilt;vegvisnings;vegvisnings/sf20051007121972901_gif.gif;Viser navn på gaten eller veien – orienteringshjelp i tettbygde strøk.
731;Samleskilt for vegvisning;vegvisnings;vegvisnings/sf20051007121973101_gif.gif;Flere vegvisere samlet på én tavle – gir oversikt over retninger.
741;Omkjøring for bestemte kjøretøygrupper;vegvisnings;vegvisnings/sf20051007121974101_gif.gif;Viser omkjøring spesielt for f.eks. tunge kjøretøy, farlig gods osv.
743;Midlertidig omkjøring;vegvisnings;vegvisnings/sf20051007121974301_gif.gif;Midlertidig rute grunnet f.eks. veiarbeid eller hendelser.
745;Slutt på midlertidig omkjøring;vegvisnings;vegvisnings/sf20051007121974501_gif.gif;Informerer om at midlertidig rute nå avsluttes.
749;Vegviser for gangtrafikk;vegvisnings;vegvisnings/sf20051007121974901_gif.gif;Skilt som viser retning for gående trafikanter.
751;Vegviser for sykkelrute;vegvisnings;vegvisnings/sf20051007121975101_gif.gif;Viser retning og nummer for sykkelrute – nasjonale eller lokale.
753;Tabellvegviser for sykkelrute;vegvisnings;vegvisnings/sf20051007121975301_gif.gif;Oversikt over flere sykkelruter med destinasjoner og avstand.
755;Sykkelruteskilt;vegvisnings;vegvisnings/sf20051007121975501_gif.gif;Symbolskilt som viser hvilken sykkelrute du befinner deg på.
757;Avstandsskilt for sykkelrute;vegvisnings;vegvisnings/sf20051007121975701_gif.gif;Viser avstand til mål for sykkelruten.
761;Motorveg;vegvisnings;vegvisnings/sf20051007121976101_gif.gif;Vei reservert for motorvogn med høy standard – avkjørsler kun i planfrie kryss.
763;Motortrafikkveg;vegvisnings;vegvisnings/sf20051007121976301_gif.gif;Hovedvei for motorisert trafikk med visse restriksjoner for gående og syklende.
765;Bomveg/brukerbetaling på veg;vegvisnings;vegvisnings/sf20051007121976501_gif.gif;Informerer om at veien er avgiftsbelagt.
767;Parkering;vegvisnings;vegvisnings/sf20051007121976701_gif.gif;Skilt som viser hvor det finnes parkeringsplass.
769;Parkeringshus;vegvisnings;vegvisnings/sf20051007121976901_gif.gif;Viser vei til innendørs parkeringsanlegg.
771;Lufthavn/flyplass;vegvisnings;vegvisnings/sf20051007121977101_gif.gif;Viser vei til flyplass.
772;Helikopterplass;vegvisnings;vegvisnings/sf20051007121977201_gif.gif;Skilt for helikopterlandingsplass.
773;Busstasjon/bussterminal;vegvisnings;vegvisnings/sf20051007121977301_gif.gif;Viser plassering av bussterminal eller stasjon.
774;Jernbanestasjon/togterminal;vegvisnings;vegvisnings/sf20051007121977401_gif.gif;Sted der tog ankommer og går – skiltet viser retning til nærmeste jernbanestasjon.
775;Bilferje;vegvisnings;vegvisnings/sf20051007121977501_gif.gif;Viser vei til ferjeleie for kjøretøy – skiltet benyttes der bilferje er del av transportnettet.
776;Godshavn;vegvisnings;vegvisnings/sf20051007121977601_gif.gif;Angir plassering av havn for gods – brukes til å lede tungtrafikk eller frakttransport.
780;Kjetting;vegvisnings;vegvisnings/sf20051007121978001_gif.gif;Skiltet angir plass for pålegging eller kontroll av kjettinger ved vinterføre.
790.10;Kirke;vegvisnings;vegvisnings/sf2005100712197901001_gif.gif;Viser vei til kirke – både for religiøse formål og som severdighet.
790.15;Næringsområde;vegvisnings;vegvisnings/sf2005100712197901501_gif.gif;Angir plassering av industri- eller næringsområde.
790.20;Svømmehall;vegvisnings;vegvisnings/sf2005100712197902001_gif.gif;Skilt for offentlig svømmeanlegg – viser hvor man finner bademulighet.
790.30;Alpinanlegg;vegvisnings;vegvisnings/sf2005100712197903001_gif.gif;Brukes for å vise vei til anlegg for alpint eller skisport.
790.31;Hoppbakke;vegvisnings;vegvisnings/sf2005100712197903101_gif.gif;Viser plassering av skihoppanlegg.
790.32 ;Skistadion;vegvisnings;vegvisnings/sf2005100712197903201_gif.gif;Skilt for anlegg med langrennsløyper, skiskytterarena eller lignende.
790.40;Golfbane;vegvisnings;vegvisnings/sf2005100712197904001_gif.gif;Angir vei til golfbane eller golfanlegg.
792.11;Betaling med elektronisk brikke;vegvisnings;vegvisnings/sf2005100712197921101_gif.gif;Bompassering der betaling skjer automatisk med elektronisk brikke, f.eks. AutoPASS.
792.12;Betaling til betjent;vegvisnings;vegvisnings/sf2005100712197921201_gif.gif;Bomstasjon hvor betaling gjøres manuelt til betjent.
792.13;Betaling med mynter til automat;vegvisnings;vegvisnings/sf2005100712197921301_gif.gif;Bom der man betaler med mynter i automat.
792.14;Betaling med kort til automat;vegvisnings;vegvisnings/sf2005100712197921401_gif.gif;Bom der man betaler med bankkort/kredittkort i automat.
792.15;Betaling med sedler til automat;vegvisnings;vegvisnings/sf2005100712197921501_gif.gif;Bomstasjon der man kan betale med kontantsedler i automat.
792.16;Ta billett i et lukket betalingssystem;vegvisnings;vegvisnings/sf2005100712197921601_gif.gif;Du må ta en billett ved innkjøringen – brukes ved parkeringsanlegg.
792.17;Lever billett i et lukket betalingssystem;vegvisnings;vegvisnings/sf2005100712197921701_gif.gif;Du må levere billett ved utkjøring for å betale korrekt beløp.
792.30;Helautomatisk bomstasjon som passeres uten å stanse;vegvisnings;vegvisnings/sf2005100712197923001_gif.gif;Passering skjer automatisk – ingen manuell betaling på stedet.
792.31;Betaling med AutoPASS;vegvisnings;vegvisnings/sf2005100712197923101_gif.gif;Skiltet viser at bompengene betales automatisk via AutoPASS-avtale.
790.16;Kjøpesenter;vegvisnings;vegvisnings/vegvisningsskilt_som_viser_en_handlevogn_for_kjøpesenter__grafikk.gif;Viser retning til større kjøpesenter eller handlesenter.
